ManagedElementType,SubNetwork,ManagedElement,plmn,gNBId,cellLocalId,gNBName,CellName,nrCellScene,caSupport,resourceExpansion,cpIdNum,bwpCfgType,spectrumShareScene,pci,ssbFrequency,frequency,nrbandwidth,frequencyBandList,vswName,vbpName,vbpUnitNum,aauName,coverageType,networkingMode,mimVersion,adminState,cellState,serviceStatus,connectionState,cqiReportPeriod,duplexMode,qcellFlag,reserved251,numberOfRBs_DL,bwp0Bandwidth_DL,firstActiveBwpBandwidth_DL,numberOfRBs_UL,bwp0Bandwidth_UL,firstActiveBwpBandwidth_UL
ITBBU,441601,7905503,460-01,7905503,1,市区兴源局5GBBU_31-XJ,GO_N78_河源市区_体育馆AAU1,Normal,0,true,1,multibwp,Normal,648,3408.96,3450.0,,78,VSWc2,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905593,460-01,7905593,8,连平忠信支局5GBBU_6,GO_N1_河源连平_忠信开发区AAU2,Normal,0,true,1,dualbwp,Normal,211,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905631,460-11,7905631,8,和平新局5GBBU_5,GO_N1_河源和平_阳明富联AAU2,Normal,0,true,1,dualbwp,Normal,160,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905631,460-11,7905631,4,和平新局5GBBU_5,GO_N1_河源和平_康平医院AAU1,Normal,0,true,1,dualbwp,Normal,72,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906536,460-01,7906536,2,和平老局5GBBU_7,GO_N1_河源和平_振安中学RRU2,Normal,0,true,1,dualbwp,Normal,559,2144.55,2130.0,,1,VSWd0e,VBPe24,1,R9264 M1821(ACA),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906009,460-11,7906009,2,和平新局5GBBU_31-XJ,GS_N1_河源和平_翠景湾一区A4栋B1栋B3栋外引RRU1,Normal,0,true,1,dualbwp,Normal,11,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905734,460-01,7905734,1,东源曾田支局5GBBU_1,GM_N1_河源东源_曾田支局AAU1,Normal,0,true,1,dualbwp,Normal,4,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905593,460-11,7905593,2,连平忠信支局5GBBU_6,GO_N1_河源连平_忠信三圳围AAU2,Normal,0,true,1,dualbwp,Normal,205,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906337,460-11,7906337,1611,东源黄村支局5GBBU_3,GO_N5_河源东源_黄村宁山RRU3,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,832,877.35,876.9,,5,VSWd0,VBPd19,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906009,460-11,7906009,6,和平新局5GBBU_31-XJ,GS_N1_河源和平_聚隆花园A8栋D栋F2栋外引RRU3,Normal,0,true,1,dualbwp,Normal,511,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906009,460-01,7906009,2,和平新局5GBBU_31-XJ,GS_N1_河源和平_翠景湾一区A4栋B1栋B3栋外引RRU1,Normal,0,true,1,dualbwp,Normal,11,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906536,460-11,7906536,2,和平老局5GBBU_7,GO_N1_河源和平_振安中学RRU2,Normal,0,true,1,dualbwp,Normal,559,2144.55,2130.0,,1,VSWd0e,VBPe24,1,R9264 M1821(ACA),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906337,460-11,7906337,1609,东源黄村支局5GBBU_3,GO_N5_河源东源_黄村宁山RRU1,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,830,877.35,876.9,,5,VSWd0,VBPd19,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905734,460-01,7905734,4,东源曾田支局5GBBU_1,GO_N1_河源东源_曾田二LAAU1,Normal,0,true,1,dualbwp,Normal,191,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906344,460-11,7906344,1600,紫金黄塘支局5GBBU_4,GO_N5_河源紫金_黄塘伯公坳基站01RRU1,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,644,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906344,460-11,7906344,1602,紫金黄塘支局5GBBU_4,GO_N5_河源紫金_黄塘铁嶂RRU1,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,20,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905899,460-11,7905899,3,市区兴源局5GBBU_21-XJ,GO_N78_河源市区_群丰村基站01AAU3,Normal,0,true,1,multibwp,Normal,988,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906337,460-11,7906337,1610,东源黄村支局5GBBU_3,GO_N5_河源东源_黄村宁山RRU2,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,831,877.35,876.9,,5,VSWd0,VBPd19,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905593,460-01,7905593,7,连平忠信支局5GBBU_6,GO_N1_河源连平_忠信开发区AAU1,Normal,0,true,1,dualbwp,Normal,210,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906337,460-11,7906337,1605,东源黄村支局5GBBU_3,GO_N5_河源东源_黄村三洞基站01RRU3,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,835,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905510,460-11,7905510,4,市区红星路接入网5GBBU_9-XJ,GO_N78_河源市区_德兴宾馆AAU1,Normal,0,true,1,multibwp,Normal,927,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905734,460-01,7905734,3,东源曾田支局5GBBU_1,GM_N1_河源东源_曾田支局AAU3,Normal,0,true,1,dualbwp,Normal,6,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906009,460-11,7906009,1,和平新局5GBBU_31-XJ,GS_N1_河源和平_农信社RRU1,Normal,0,true,1,dualbwp,Normal,455,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906344,460-11,7906344,1601,紫金黄塘支局5GBBU_4,GO_N5_河源紫金_黄塘伯公坳基站01RRU2,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,645,877.35,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906236,460-11,7906236,6,和平新局5GBBU_42-XJ,GS_N1_河源和平_印象新天地住宅楼AAU4,Normal,0,true,1,dualbwp,Normal,98,2144.55,2139.9,,1,VSWd1,VBPe04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905631,460-11,7905631,1,和平新局5GBBU_5,GO_N1_河源和平_阳明五小AAU1,Normal,0,true,1,dualbwp,Normal,69,2144.55,2130.0,,1,VSWd1,VBPd24,1,R9224H M1821(ACC),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906009,460-01,7906009,4,和平新局5GBBU_31-XJ,GS_N1_河源和平_聚隆花园A8栋D栋F2栋外引RRU1,Normal,0,true,1,dualbwp,Normal,509,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906337,460-11,7906337,1600,东源黄村支局5GBBU_3,GO_N5_河源东源_黄村板仓基站01RRU1,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,638,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905734,460-01,7905734,5,东源曾田支局5GBBU_1,GO_N1_河源东源_曾田二LAAU2,Normal,0,true,1,dualbwp,Normal,192,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905503,460-01,7905503,2,市区兴源局5GBBU_31-XJ,GO_N78_河源市区_体育馆AAU2,Normal,0,true,1,multibwp,Normal,989,3408.96,3450.0,,78,VSWc2,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905593,460-01,7905593,6,连平忠信支局5GBBU_6,GO_N1_河源连平_忠信雁桥中学AAU3,Normal,0,true,1,dualbwp,Normal,209,2144.55,2130.0,,1,VSWd1,VBPd24,1,R9224H M1821(ACC),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905812,460-11,7905812,6,龙川老局5GBBU_26-XJ,GO_N78_河源龙川_龙川卫计局AAU3,Normal,0,true,1,multibwp,Normal,293,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905734,460-01,7905734,6,东源曾田支局5GBBU_1,GO_N1_河源东源_曾田二LAAU3,Normal,0,true,1,dualbwp,Normal,193,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906236,460-11,7906236,2,和平新局5GBBU_42-XJ,GS_N1_河源和平_印象新天地商业中心室分AAU2,Normal,0,true,1,dualbwp,Normal,31,2144.55,2139.9,,1,VSWd1,VBPe04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905734,460-11,7905734,5,东源曾田支局5GBBU_1,GO_N1_河源东源_曾田二LAAU2,Normal,0,true,1,dualbwp,Normal,192,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905734,460-11,7905734,4,东源曾田支局5GBBU_1,GO_N1_河源东源_曾田二LAAU1,Normal,0,true,1,dualbwp,Normal,191,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906236,460-11,7906236,3,和平新局5GBBU_42-XJ,GS_N1_河源和平_印象新天地商业中心室分AAU3,Normal,0,true,1,dualbwp,Normal,32,2144.55,2139.9,,1,VSWd1,VBPe04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905631,460-11,7905631,7,和平新局5GBBU_5,GO_N1_河源和平_阳明富联AAU1,HighWay,0,true,1,dualbwp,Normal,159,2118.15,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905812,460-01,7905812,4,龙川老局5GBBU_26-XJ,GO_N78_河源龙川_龙川卫计局AAU1,Normal,0,true,1,multibwp,Normal,291,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906536,460-01,7906536,3,和平老局5GBBU_7,GO_N1_河源和平_振安中学RRU3,Normal,0,true,1,dualbwp,Normal,560,2144.55,2130.0,,1,VSWd0e,VBPe24,1,R9264 M1821(ACA),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905503,460-11,7905503,3,市区兴源局5GBBU_31-XJ,GO_N78_河源市区_体育馆AAU3,Normal,0,true,1,multibwp,Normal,1000,3408.96,3450.0,,78,VSWc2,VBPe01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906009,460-01,7906009,5,和平新局5GBBU_31-XJ,GS_N1_河源和平_聚隆花园A8栋D栋F2栋外引RRU2,Normal,0,true,1,dualbwp,Normal,510,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905812,460-01,7905812,6,龙川老局5GBBU_26-XJ,GO_N78_河源龙川_龙川卫计局AAU3,Normal,0,true,1,multibwp,Normal,293,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906009,460-11,7906009,4,和平新局5GBBU_31-XJ,GS_N1_河源和平_聚隆花园A8栋D栋F2栋外引RRU1,Normal,0,true,1,dualbwp,Normal,509,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905962,460-01,7905962,3,紫金县局5GBBU_15-XJ,GO_N78_河源紫金_西湖丽苑A2栋B1栋外引AAU3,Normal,0,true,1,multibwp,Normal,323,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905593,460-11,7905593,7,连平忠信支局5GBBU_6,GO_N1_河源连平_忠信开发区AAU1,Normal,0,true,1,dualbwp,Normal,210,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906236,460-01,7906236,1,和平新局5GBBU_42-XJ,GS_N1_河源和平_印象新天地商业中心室分AAU1,Normal,0,true,1,dualbwp,Normal,30,2144.55,2139.9,,1,VSWd1,VBPe04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905631,460-11,7905631,6,和平新局5GBBU_5,GO_N1_河源和平_康平医院AAU3,Normal,0,true,1,dualbwp,Normal,74,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905899,460-11,7905899,1,市区兴源局5GBBU_21-XJ,GO_N78_河源市区_群丰村基站01AAU1,Normal,0,true,1,multibwp,Normal,834,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906536,460-01,7906536,1,和平老局5GBBU_7,GO_N1_河源和平_振安中学RRU1,Normal,0,true,1,dualbwp,Normal,558,2144.55,2130.0,,1,VSWd0e,VBPe24,1,R9264 M1821(ACA),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905510,460-01,7905510,1,市区红星路接入网5GBBU_9-XJ,GO_N78_河源市区_嘉信商务酒店AAU1,Normal,0,true,1,multibwp,Normal,924,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905510,460-11,7905510,2,市区红星路接入网5GBBU_9-XJ,GO_N78_河源市区_嘉信商务酒店AAU2,Normal,0,true,1,multibwp,Normal,925,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906121,460-11,7906121,2,市区枢纽楼5GBBU_57-XJ,GS_N78_河源市区_凯旋城巴黎C单元外引AAU2,Normal,0,true,1,multibwp,Normal,108,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906121,460-11,7906121,3,市区枢纽楼5GBBU_57-XJ,GS_N78_河源市区_凯旋城巴黎C单元外引AAU3,Normal,0,true,1,multibwp,Normal,109,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905631,460-01,7905631,8,和平新局5GBBU_5,GO_N1_河源和平_阳明富联AAU2,Normal,0,true,1,dualbwp,Normal,160,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906344,460-11,7906344,1603,紫金黄塘支局5GBBU_4,GO_N5_河源紫金_黄塘铁嶂RRU2,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,21,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905510,460-11,7905510,5,市区红星路接入网5GBBU_9-XJ,GO_N78_河源市区_德兴宾馆AAU2,Normal,0,true,1,multibwp,Normal,928,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905631,460-11,7905631,9,和平新局5GBBU_5,GO_N1_河源和平_阳明富联AAU3,Normal,0,true,1,dualbwp,Normal,161,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905593,460-01,7905593,4,连平忠信支局5GBBU_6,GO_N1_河源连平_忠信雁桥中学AAU1,Normal,0,true,1,dualbwp,Normal,207,2144.55,2130.0,,1,VSWd1,VBPd24,1,R9224H M1821(ACC),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905503,460-11,7905503,2,市区兴源局5GBBU_31-XJ,GO_N78_河源市区_体育馆AAU2,Normal,0,true,1,multibwp,Normal,989,3408.96,3450.0,,78,VSWc2,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905962,460-01,7905962,2,紫金县局5GBBU_15-XJ,GO_N78_河源紫金_西湖丽苑A2栋B1栋外引AAU2,Normal,0,true,1,multibwp,Normal,322,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905734,460-11,7905734,3,东源曾田支局5GBBU_1,GM_N1_河源东源_曾田支局AAU3,Normal,0,true,1,dualbwp,Normal,6,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905503,460-11,7905503,6,市区兴源局5GBBU_31-XJ,GO_N78_河源市区_金视酒店AAU3,Normal,0,true,1,multibwp,Normal,997,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905510,460-01,7905510,3,市区红星路接入网5GBBU_9-XJ,GO_N78_河源市区_嘉信商务酒店AAU3,Normal,0,true,1,multibwp,Normal,557,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905510,460-01,7905510,6,市区红星路接入网5GBBU_9-XJ,GO_N78_河源市区_德兴宾馆AAU3,Normal,0,true,1,multibwp,Normal,359,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905503,460-01,7905503,5,市区兴源局5GBBU_31-XJ,GO_N78_河源市区_金视酒店AAU2,Normal,0,true,1,multibwp,Normal,998,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905734,460-11,7905734,6,东源曾田支局5GBBU_1,GO_N1_河源东源_曾田二LAAU3,Normal,0,true,1,dualbwp,Normal,193,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906236,460-01,7906236,2,和平新局5GBBU_42-XJ,GS_N1_河源和平_印象新天地商业中心室分AAU2,Normal,0,true,1,dualbwp,Normal,31,2144.55,2139.9,,1,VSWd1,VBPe04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905899,460-01,7905899,3,市区兴源局5GBBU_21-XJ,GO_N78_河源市区_群丰村基站01AAU3,Normal,0,true,1,multibwp,Normal,988,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905503,460-11,7905503,5,市区兴源局5GBBU_31-XJ,GO_N78_河源市区_金视酒店AAU2,Normal,0,true,1,multibwp,Normal,998,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905631,460-11,7905631,3,和平新局5GBBU_5,GO_N1_河源和平_阳明五小AAU3,Normal,0,true,1,dualbwp,Normal,71,2144.55,2130.0,,1,VSWd1,VBPd24,1,R9224H M1821(ACC),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906236,460-01,7906236,6,和平新局5GBBU_42-XJ,GS_N1_河源和平_印象新天地住宅楼AAU4,Normal,0,true,1,dualbwp,Normal,98,2144.55,2139.9,,1,VSWd1,VBPe04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905503,460-01,7905503,6,市区兴源局5GBBU_31-XJ,GO_N78_河源市区_金视酒店AAU3,Normal,0,true,1,multibwp,Normal,997,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905593,460-01,7905593,1,连平忠信支局5GBBU_6,GO_N1_河源连平_忠信三圳围AAU1,Normal,0,true,1,dualbwp,Normal,204,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905812,460-11,7905812,2,龙川老局5GBBU_26-XJ,GO_N78_河源龙川_港务局AAU2,Normal,0,true,1,multibwp,Normal,166,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905510,460-11,7905510,6,市区红星路接入网5GBBU_9-XJ,GO_N78_河源市区_德兴宾馆AAU3,Normal,0,true,1,multibwp,Normal,359,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906337,460-11,7906337,1603,东源黄村支局5GBBU_3,GO_N5_河源东源_黄村三洞基站01RRU1,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,833,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906337,460-11,7906337,1604,东源黄村支局5GBBU_3,GO_N5_河源东源_黄村三洞基站01RRU2,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,834,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
